Pirate Name,Pirate URL,Portrait URL,Crew Rank,Crew Job,Crew Name,Flag Role,Flag Name,Navy Rank,Navy Name,Navy Archipelago,Owns Count,Owns List,Manages Count,Manages List,Stalls Count,Stalls List,Houses Count,Houses List,Hearties Count,Hearties List,Reputation Conqueror,Reputation Explorer,Reputation Magnate,Reputation Patron,Skill Category Alchemistry,Skill Category Battle Navigation,Skill Category Bilging,Skill Category Blacksmithing,Skill Category Carpentry,Skill Category Distilling,Skill Category Drinking,Skill Category Foraging,Skill Category Gunning,Skill Category Hearts,Skill Category Navigating,Skill Category Patching,Skill Category Poker,Skill Category Rigging,Skill Category Rumble,Skill Category Sailing,Skill Category Shipwrightery,Skill Category Spades,Skill Category Swordfighting,Skill Category Treasure Drop,Skill Category Treasure Haul,Skill Category Weaving,Skill Experience Alchemistry,Skill Experience Battle Navigation,Skill Experience Bilging,Skill Experience Blacksmithing,Skill Experience Carpentry,Skill Experience Distilling,Skill Experience Drinking,Skill Experience Foraging,Skill Experience Gunning,Skill Experience Hearts,Skill Experience Navigating,Skill Experience Patching,Skill Experience Poker,Skill Experience Rigging,Skill Experience Rumble,Skill Experience Sailing,Skill Experience Shipwrightery,Skill Experience Spades,Skill Experience Swordfighting,Skill Experience Treasure Drop,Skill Experience Treasure Haul,Skill Experience Weaving,Skill Reputation Alchemistry,Skill Reputation Battle Navigation,Skill Reputation Bilging,Skill Reputation Blacksmithing,Skill Reputation Carpentry,Skill Reputation Distilling,Skill Reputation Drinking,Skill Reputation Foraging,Skill Reputation Gunning,Skill Reputation Hearts,Skill Reputation Navigating,Skill Reputation Patching,Skill Reputation Poker,Skill Reputation Rigging,Skill Reputation Rumble,Skill Reputation Sailing,Skill Reputation Shipwrightery,Skill Reputation Spades,Skill Reputation Swordfighting,Skill Reputation Treasure Drop,Skill Reputation Treasure Haul,Skill Reputation Weaving,Scrape Date,Scraped At UTC
Whitesnakes,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=whitesnakes,http://emerald.puzzlepirates.com/media/emerald/portraits/87e/4262bb9fb58c04261b3e9a0c956f0.jpg,Senior Officer,Architect,Mayan Empire,Lord,Party On Olympus,Lieutenant,Admiral Island Navy,Gull,12,Hot Iron and Heavy Loads on Alkaid Island | Kukulkan Spirits on Barbary Island | Ch'aaj Apothecary on Barbary Island | Yo Mommas Bikini String on Alkaid Island | Jade Industry on Armstrong Island | Dark Sommeliers on Alkaid Island | Threads of Kukulkan on Arakoua Island | Threads of Kukulkan on Caravanserai Island | Distill My Heart on Alkaid Island | Knot So Spicy on Arakoua Island | Turn A Blind Dye on Bowditch Island | Kukulkan Spirits on Sayers Rock,1,The Studio Fort on Ix Chel,4,Whitesnakes's Tailoring Stall on Admiral Island | Whitesnakes's Apothecary Stall on Admiral Island | Woodventure's Ironworking Stall on Wissahickon Island | Hydroventure's Ironworking Stall on Wissahickon Island,9,Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Jonestown Houses on Aimuari Island | Bedside Manors on Admiral Island | Villa Las Vegas on Admiral Island | Guardians of the Gallery on Admiral Island | King Kottage on Admiral Island | The Great Estate on Admiral Island,33,Adrielle | Affame | Aperion | Arielday | Bluesnakes | Cashier | Cptdrewski | Dryke | Finbarr | Getwrecked | Gravee | Graysn | Hauk | Heralea | Hielo | Hollisue | Imany | Kahla | Kenjilamar | Lozenger | Mrflop | Ogkinggold | Sage | Scap | Souul | Spongiform | Spyda | Swissex | Texnikos | Urgal | Wulferion | Xery | Yasminkov,Celebrated,Illustrious,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Expert,Weighty,Narrow,Weighty,Novice,Neophyte,Solid,Solid,Neophyte,Solid,Solid,Solid,Paragon,Apprentice,Solid,Broad,Neophyte,Broad,Neophyte,Sublime,Solid,Proficient,Legendary,Master,Able,Renowned,Able,Distinguished,Ultimate,Distinguished,Distinguished,Distinguished,Renowned,Distinguished,Ultimate,Proficient,Proficient,Proficient,Distinguished,Renowned,Able,Master,Respected,2026-03-29,2026-03-29 21:14:41
Amazingtarts,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=amazingtarts,,Captain,,Ode to Piracy,,,Stowaway,Penobscot Island Navy,Stork,0,,0,,0,,2,Shack Macaque on Alkaid Island | Eccentric Estates on Arakoua Island,3,Amazingdarts | Captbiology | Cptbigbamboo,Aspiring,Obscure,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Neophyte,Apprentice,Apprentice,Novice,Novice,Novice,Neophyte,Novice,Novice,Neophyte,Novice,Novice,Narrow,Novice,Novice,Narrow,Novice,Novice,Novice,Novice,Novice,Able,Able,Able,Proficient,Able,Able,Able,Proficient,Able,Able,Able,Able,Able,Proficient,Able,Able,Proficient,Able,Able,Able,Proficient,Able,2026-03-29,2026-03-29 21:14:41
Drunkdarts,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=drunkdarts,,,,,,,Stowaway,The Lowland Hundred Navy,Horse Head,0,,0,,0,,1,Milkshack on Wensleydale,3,Amazingdarts | Captbiology | Deserteagles,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Neophyte,Solid,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Apprentice,Novice,Novice,Neophyte,Novice,Novice,Novice,Novice,Novice,Able,Able,Proficient,Respected,Able,Able,Able,Able,Able,Able,Able,Able,Able,Proficient,Able,Able,Proficient,Able,Able,Able,Able,Able,2026-03-29,2026-03-29 21:14:41
Scozy,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=scozy,http://emerald.puzzlepirates.com/media/emerald/portraits/36d/431d421bde146c18fdb1fe7f55136.jpg,Captain,Warmonger,Washed Up,King,Guppy Gang,Ensign,Alkaid Island Navy,Ursa,6,Brass Monkey on Alkaid Island | Lawless Blonde on Admiral Island | The Shrine of the Silver Monkey on Alkaid Island | The Iron Ape on Alkaid Island | Primate Realty on Alkaid Island | See Hear Speak and Buy No Evil on Alkaid Island,4,Dial M for Madder on Admiral Island | Grindylows on Scrimshaw Island | Falcons Bay on Albatross Island | Clothes that Sleigh on Aimuari Island,0,,20,Sigil Shack on Sayers Rock | Caddyshack on Admiral Island | Homestead Hut on Lincoln Island | The Cuckoo's Nest on Quetzal Island | Milkshack on Wensleydale | Adobe Abode on Chachapoya Island | Shack eel Oh Kneel on Blackthorpe Island | Cambrian Cabins on Arakoua Island | Stab In Cabin on Aimuari Island | Cabin Fever on Admiral Island | Bungalow Bill on Admiral Island | Bunker Bungalow on Lincoln Island | Cheesy Pun on Wensleydale | Bringing Town the House on Admiral Island | Sidekick Shacks on Barbary Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Funky Townhouse on Caravanserai Island | Only a Manor of Time on Aimuari Island | Bedside Manors on Admiral Island,0,,Aspiring,Eminent,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Weighty,Solid,Solid,Solid,Apprentice,Neophyte,Solid,Weighty,Narrow,Expert,Broad,Sublime,Narrow,Apprentice,Illustrious,Narrow,Broad,Expert,Narrow,Expert,Weighty,Proficient,Respected,Proficient,Master,Master,Able,Proficient,Respected,Respected,Master,Master,Master,Proficient,Proficient,Master,Legendary,Proficient,Master,Grand-Master,Distinguished,Distinguished,Legendary,2026-03-29,2026-03-29 21:14:41
Swiggity,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=swiggity,http://emerald.puzzlepirates.com/media/emerald/portraits/e39/93c08462ad7bc7da5a157a87e60c2.jpg,Captain,Drunk,Jack Daniels,King,Whiskey Business,Chief Petty Officer,Admiral Island Navy,Gull,1,Monkey Mix on Alkaid Island,0,,1,Crystalla's Tailoring Stall on Admiral Island,5,Caddyshack on Admiral Island | King Kottage on Admiral Island | Bedside Manors on Admiral Island | Cabin Fever on Admiral Island | Bringing Town the House on Admiral Island,2,Avada | Kedavra,Aspiring,Renowned,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Weighty,Narrow,Broad,Broad,Solid,Neophyte,Broad,Narrow,Solid,Narrow,Broad,Solid,Narrow,Apprentice,Broad,Narrow,Novice,Narrow,Apprentice,Solid,Neophyte,Proficient,Ultimate,Proficient,Able,Proficient,Able,Able,Proficient,Proficient,Renowned,Able,Proficient,Proficient,Proficient,Able,Proficient,Able,Able,Able,Proficient,Proficient,Proficient,2026-03-29,2026-03-29 21:14:41
Scozydeeds,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=scozydeeds,http://emerald.puzzlepirates.com/media/emerald/portraits/908/b45d71ad9cbfb37ab865290eefd6e.jpg,Captain,,Serotonin,Member,Do Not Reply,Petty Officer,Blackthorpe Island Navy,Pelican,0,,0,,0,,6,Sidekick Shacks on Barbary Island | Love Shack on Caravanserai Island | Milkshack on Wensleydale | Caddyshack on Admiral Island | Sea Shack on Scrimshaw Island | Shack eel Oh Kneel on Blackthorpe Island,5,Clumpspears | Jobwithme | Jojejo | Ladylilly | Yburr,Aspiring,Aspiring,Obscure,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Narrow,Solid,Neophyte,Novice,Novice,Novice,Apprentice,Novice,Narrow,Novice,Neophyte,Novice,Novice,Solid,Novice,Novice,Novice,Novice,Apprentice,Apprentice,Able,Able,Able,Master,Proficient,Able,Able,Able,Respected,Able,Proficient,Able,Able,Able,Able,Master,Able,Able,Able,Able,Renowned,Respected,2026-03-29,2026-03-29 21:14:41
Crushiie,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=crushiie,http://emerald.puzzlepirates.com/media/emerald/portraits/e9e/15ee075a90f0ffb77719e12ba6ba4.jpg,Captain,,Get Scuppered,Queen,Her Majesties Misfits,Lieutenant,Admiral Island Navy,Gull,5,You're Getting on My Threads on Barbary Island | Let's Get Ship Faced on Barbary Island | Damn | Mother Forger on Barbary Island | Crazy Ship on Barbary Island,0,,1,Crushiie's Tailoring Stall on Admiral Island,6,Jurassic Shack on Arakoua Island | King Kottage on Admiral Island | Bringing Town the House on Admiral Island | Jurassic Shack on Arakoua Island | Villa Las Vegas on Admiral Island | Be Our Guest Gallery on Armstrong Island,0,,Aspiring,Aspiring,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Apprentice,Broad,Weighty,Solid,Broad,Apprentice,Novice,Solid,Solid,Novice,Solid,Illustrious,Solid,Solid,Broad,Solid,Weighty,Neophyte,Solid,Apprentice,Weighty,Solid,Proficient,Proficient,Proficient,Proficient,Proficient,Able,Able,Distinguished,Proficient,Able,Proficient,Grand-Master,Respected,Proficient,Able,Proficient,Proficient,Proficient,Proficient,Able,Proficient,Respected,2026-03-29,2026-03-29 21:14:41
Graysn,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=graysn,http://emerald.puzzlepirates.com/media/emerald/portraits/af3/ebf8142b91d46f2112397e05e7539.jpg,Senior Officer,Treasurer,Dopamine,Prince,Do Not Reply,Lieutenant,Admiral Island Navy,Gull,0,,8,Baker Street on Doyle Island | Mafia Holdings on Pukru Island | The Norwood Builder on Doyle Island | Blazers of Glory on Admiral Island | Buckingham on Pukru Island | The Great White North on Cryo Island | Cannonballs Incorporated on Sayers Rock | Wicked Wench on Cryo Island,0,,5,Caddyshack on Admiral Island | Love Shack on Caravanserai Island | The Cuckoo's Nest on Quetzal Island | Cabin Fever on Admiral Island | Bedside Manors on Admiral Island,1,Wishfury,Noted,Renowned,Illustrious,Rumored,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Narrow,Solid,Novice,Broad,Novice,Novice,Solid,Broad,Novice,Solid,Solid,Narrow,Illustrious,Novice,Broad,Novice,Novice,Weighty,Novice,Illustrious,Novice,Proficient,Distinguished,Respected,Able,Distinguished,Able,Proficient,Ultimate,Distinguished,Able,Master,Grand-Master,Proficient,Ultimate,Able,Proficient,Able,Able,Legendary,Proficient,Respected,Proficient,2026-03-29,2026-03-29 21:14:41
Krimz,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=krimz,http://emerald.puzzlepirates.com/media/emerald/portraits/6b4/a762ddca10f6fc6478c65cb4f9c4c.jpg,Captain,Prisoner,Trippin Balls,Prince,Bad Trip,Admiral,Admiral Island Navy,Gull,1,Hullucination Harbor on Sayers Rock,1,Your Moist Laundry on Caravanserai Island,0,,2,Bedside Manors on Admiral Island | King Kottage on Admiral Island,0,,Obscure,Eminent,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Solid,Solid,Apprentice,Illustrious,Novice,Novice,Solid,Illustrious,Narrow,Weighty,Broad,Expert,Narrow,Neophyte,Paragon,Weighty,Apprentice,Weighty,Neophyte,Paragon,Neophyte,Able,Ultimate,Distinguished,Proficient,Master,Able,Able,Grand-Master,Legendary,Master,Proficient,Master,Proficient,Proficient,Master,Grand-Master,Distinguished,Distinguished,Grand-Master,Proficient,Respected,Proficient,2026-03-29,2026-03-29 21:14:41
Rickeh,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=rickeh,http://emerald.puzzlepirates.com/media/emerald/portraits/1f8/fd5184bb41340285446eda6366fce.jpg,Captain,Diplomat,Moolah,Prince,Do Not Reply,Lieutenant,Admiral Island Navy,Gull,2,The Mighty Iron Monger on Caravanserai Island | Rheinmetal on Aimuari Island,8,Mean Girls HQ on Sayers Rock | When Devils Strike on Arakoua Island | Mastrology on Sayers Rock | Biggie Ballistics on Armstrong Island | The Norwood Builder on Doyle Island | Alloy Architect on Gallows Island | Grogper Army on Caravanserai Island | Arrr Balls on Sayers Rock,8,Rickeh's Ironworking Stall on Isle of Kent | Rickeh's Distilling Stall on Lincoln Island | Rickeh's Ironworking Stall on Greenwich Island | Rickeh's Ironworking Stall on Kasidim Island | Rickeh's Ironworking Stall on Lincoln Island | Laleh's Apothecary Stall on Wensleydale | Rhay's Distilling Stall on Kasidim Island | Hertez's Apothecary Stall on Wensleydale,5,Caddyshack on Admiral Island | Shack Macaque on Alkaid Island | Villa Las Vegas on Admiral Island | Caddyshack on Admiral Island | The Great Estate on Admiral Island,0,,Established,Renowned,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Broad,Weighty,Weighty,Paragon,Expert,Neophyte,Narrow,Weighty,Broad,Illustrious,Solid,Expert,Weighty,Broad,Solid,Solid,Solid,Narrow,Apprentice,Paragon,Apprentice,Respected,Ultimate,Grand-Master,Grand-Master,Grand-Master,Distinguished,Distinguished,Ultimate,Respected,Master,Grand-Master,Legendary,Proficient,Ultimate,Respected,Respected,Proficient,Master,Ultimate,Proficient,Renowned,Distinguished,2026-03-29,2026-03-29 21:14:41
Cashier,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=cashier,http://emerald.puzzlepirates.com/media/emerald/portraits/845/c1c43a8b2e7d482b080f7e9104a2f.jpg,Senior Officer,Ambassador,The Salty Splatoon,King,Party On Olympus,Lieutenant Commander,Doyle Island Navy,Ursa,0,,3,Magical Monkey on Alkaid Island | Negra Arroyo Lane on Alkaid Island | Salty Remedies on Sayers Rock,1,Cashier's Tailoring Stall on Admiral Island,6,Milkshack on Wensleydale | Sea Shack on Scrimshaw Island | Caddyshack on Admiral Island | Bedside Manors on Admiral Island | Tortilla Villas on Chachapoya Island | Keep Calm and Love King Kong on Alkaid Island,1,Jezerbell,Renowned,Illustrious,Illustrious,Celebrated,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Weighty,Expert,Solid,Expert,Neophyte,Apprentice,Weighty,Broad,Neophyte,Solid,Weighty,Solid,Illustrious,Neophyte,Narrow,Broad,Novice,Weighty,Broad,Paragon,Weighty,Proficient,Proficient,Legendary,Grand-Master,Master,Able,Able,Ultimate,Proficient,Distinguished,Master,Grand-Master,Proficient,Ultimate,Proficient,Proficient,Respected,Able,Legendary,Respected,Grand-Master,Ultimate,2026-03-29,2026-03-29 21:14:41
Chefdavid,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=chefdavid,http://emerald.puzzlepirates.com/media/emerald/portraits/77d/5cab7b2d5f3715847bc25e7fc101f.jpg,Senior Officer,Cook,Euthanasia,Prince,No Strings Attached,Petty Officer,Barbary Island Navy,Ibis,6,Hall of Justice on Barbary Island | Haute Couture Cafe on Sayers Rock | Bananaman on Barbary Island | Daily Plan-It on Barbary Island | uballs on Barbary Island | Rum Factory on Alkaid Island,15,Skail Spice on Sayers Rock | Only Frigs on Barbary Island | Altered Reality on Kasidim Island | Calico Cut Pants on Alkaid Island | Blow My Bellows on Barbary Island | Frigate Driver on Admiral Island | Jurassic Arch on Arakoua Island | Spirited Away on Admiral Island | Laboratory on Aimuari Island | The Crystal Palace on Arakoua Island | Longneck Lager on Arakoua Island | Sword in the Stone on Admiral Island | Dirty Dyeing on Admiral Island | The Lab on Arakoua Island | Frig Off on Barbary Island,1,Katzecradle's Apothecary Stall on Greenwich Island,7,Sidekick Shacks on Barbary Island | Sigil Shack on Sayers Rock | Cabin Fever on Admiral Island | A Theatre To Watch My Movies on Sayers Rock | Caddyshack on Admiral Island | Tortilla Villas on Chachapoya Island | Guardians of the Gallery on Barbary Island,0,,Aspiring,Rumored,Renowned,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Expert,Expert,Solid,Novice,Novice,Apprentice,Broad,Narrow,Broad,Narrow,Broad,Solid,Solid,Neophyte,Neophyte,Neophyte,Novice,Broad,Novice,Illustrious,Novice,Able,Ultimate,Proficient,Able,Able,Able,Distinguished,Able,Able,Renowned,Able,Respected,Proficient,Proficient,Respected,Able,Able,Able,Able,Able,Able,Able,2026-03-29,2026-03-29 21:14:41
Chefdavidd,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=chefdavidd,http://emerald.puzzlepirates.com/media/emerald/portraits/9b9/b6388cbde4a0e66bf59d920425441.jpg,Senior Officer,,Friends with Benefits,Member,No Strings Attached,Stowaway,Sayers Rock Navy,Ursa,0,,0,,0,,1,Aural Shacks on Bowditch Island,0,,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Narrow,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Novice,Solid,Novice,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,Able,2026-03-29,2026-03-29 21:14:41
Danuc,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=danuc,http://emerald.puzzlepirates.com/media/emerald/portraits/26f/f19dab7863aae181560d4797b02a2.jpg,Captain,Strategist,Qui Pro Quo,Princess,The Scarlet Empire,Lieutenant,Scrimshaw Island Navy,Stork,10,Ah Base on Caravanserai Island | Steel Base on Caravanserai Island | Ah Cloth on Scrimshaw Island | Ah Base on Armstrong Island | Steel Base on Barbary Island | Ah Spice on Scrimshaw Island | Steel Base on Armstrong Island | Ah Ship on Scrimshaw Island | Your Moist Laundry on Caravanserai Island | Steel Base on Scrimshaw Island,0,,1,Danuc's Shipbuilding Stall on Isle of Kent,2,Black Villa Black on Scrimshaw Island | Bedside Manors on Admiral Island,1,Disruptor,Noted,Eminent,Eminent,Obscure,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Weighty,Illustrious,Weighty,Paragon,Novice,Novice,Weighty,Solid,Novice,Illustrious,Paragon,Novice,Illustrious,Broad,Solid,Expert,Novice,Broad,Novice,Illustrious,Solid,Able,Master,Legendary,Legendary,Grand-Master,Able,Able,Ultimate,Respected,Able,Grand-Master,Legendary,Able,Legendary,Renowned,Master,Legendary,Able,Legendary,Able,Grand-Master,Legendary,2026-03-29,2026-03-29 21:14:41
Danr,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=danr,http://emerald.puzzlepirates.com/media/emerald/portraits/c99/8645780f88398e3dd3e956bfa76f0.jpg,Senior Officer,,The Mob,Lord,Late Night Hoes,Lieutenant Commander,Admiral Island Navy,Gull,0,,0,,1,Amaliie's Tailoring Stall on Lincoln Island,10,Pine Boxes on Aimuari Island | Shack eel Oh Kneel on Blackthorpe Island | Shack Macaque on Alkaid Island | Caddyshack on Admiral Island | Bedside Manors on Admiral Island | The Dove Shack on Armstrong Island | Past Tents on Greenwich Island | Bringing Town the House on Admiral Island | Villa Las Vegas on Admiral Island | Makavilli on Armstrong Island,0,,Rumored,Illustrious,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Broad,Illustrious,Solid,Weighty,Apprentice,Narrow,Weighty,Weighty,Apprentice,Solid,Solid,Solid,Illustrious,Broad,Revered,Broad,Apprentice,Weighty,Narrow,Illustrious,Solid,Distinguished,Grand-Master,Legendary,Renowned,Renowned,Able,Respected,Ultimate,Master,Distinguished,Respected,Grand-Master,Legendary,Ultimate,Renowned,Legendary,Proficient,Distinguished,Legendary,Distinguished,Grand-Master,Legendary,2026-03-29,2026-03-29 21:14:41
Hielo,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=hielo,http://emerald.puzzlepirates.com/media/emerald/portraits/e75/b4b72792452ec0702b8b042912683.jpg,Senior Officer,Curmudgeon,Havoc Reborn,Prince,Chaos Incarnate,Admiral,Admiral Island Navy,Gull,1,Cannonballs Incorporated on Sayers Rock,1,The Chugging Chimp on Alkaid Island,1,Demonologist's Tailoring Stall on Admiral Island,10,Sigil Shack on Sayers Rock | Pine Boxes on Aimuari Island | Caddyshack on Admiral Island | Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Pine Boxes on Aimuari Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Bedside Manors on Admiral Island | Guardians of the Gallery on Admiral Island,0,,Noted,Renowned,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Solid,Sublime,Solid,Broad,Novice,Apprentice,Solid,Broad,Neophyte,Expert,Solid,Solid,Solid,Narrow,Narrow,Novice,Apprentice,Narrow,Novice,Weighty,Narrow,Able,Master,Legendary,Renowned,Proficient,Able,Proficient,Grand-Master,Able,Distinguished,Legendary,Master,Grand-Master,Legendary,Master,Proficient,Able,Proficient,Proficient,Proficient,Renowned,Proficient,2026-03-29,2026-03-29 21:14:41
Mikassa,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=mikassa,http://emerald.puzzlepirates.com/media/emerald/portraits/84c/c80e6ffde46ff908a0f12e6ef0b62.jpg,Captain,Astronomer,The Unevolved Atlanteans,Princess,Rum and Regrets,Admiral,Scrimshaw Island Navy,Stork,0,,0,,1,Cmdoughboy's Tailoring Stall on Admiral Island,1,Bedside Manors on Admiral Island,4,Emerite | Holyemperor | Huttonion | Mikalt,Obscure,Established,Established,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Expert,Illustrious,Narrow,Expert,Neophyte,Apprentice,Solid,Weighty,Solid,Sublime,Expert,Broad,Illustrious,Broad,Solid,Apprentice,Novice,Solid,Narrow,Illustrious,Neophyte,Proficient,Able,Grand-Master,Able,Master,Able,Able,Ultimate,Proficient,Renowned,Master,Renowned,Grand-Master,Ultimate,Able,Proficient,Able,Able,Grand-Master,Proficient,Master,Distinguished,2026-03-29,2026-03-29 21:14:41
