Pirate Name,Pirate URL,Portrait URL,Crew Rank,Crew Job,Crew Name,Flag Role,Flag Name,Navy Rank,Navy Name,Navy Archipelago,Owns Count,Owns List,Manages Count,Manages List,Stalls Count,Stalls List,Houses Count,Houses List,Hearties Count,Hearties List,Reputation Conqueror,Reputation Explorer,Reputation Magnate,Reputation Patron,Skill Category Alchemistry,Skill Category Battle Navigation,Skill Category Bilging,Skill Category Blacksmithing,Skill Category Carpentry,Skill Category Distilling,Skill Category Drinking,Skill Category Foraging,Skill Category Gunning,Skill Category Hearts,Skill Category Navigating,Skill Category Patching,Skill Category Poker,Skill Category Rigging,Skill Category Rumble,Skill Category Sailing,Skill Category Shipwrightery,Skill Category Spades,Skill Category Swordfighting,Skill Category Treasure Drop,Skill Category Treasure Haul,Skill Category Weaving,Skill Experience Alchemistry,Skill Experience Battle Navigation,Skill Experience Bilging,Skill Experience Blacksmithing,Skill Experience Carpentry,Skill Experience Distilling,Skill Experience Drinking,Skill Experience Foraging,Skill Experience Gunning,Skill Experience Hearts,Skill Experience Navigating,Skill Experience Patching,Skill Experience Poker,Skill Experience Rigging,Skill Experience Rumble,Skill Experience Sailing,Skill Experience Shipwrightery,Skill Experience Spades,Skill Experience Swordfighting,Skill Experience Treasure Drop,Skill Experience Treasure Haul,Skill Experience Weaving,Skill Reputation Alchemistry,Skill Reputation Battle Navigation,Skill Reputation Bilging,Skill Reputation Blacksmithing,Skill Reputation Carpentry,Skill Reputation Distilling,Skill Reputation Drinking,Skill Reputation Foraging,Skill Reputation Gunning,Skill Reputation Hearts,Skill Reputation Navigating,Skill Reputation Patching,Skill Reputation Poker,Skill Reputation Rigging,Skill Reputation Rumble,Skill Reputation Sailing,Skill Reputation Shipwrightery,Skill Reputation Spades,Skill Reputation Swordfighting,Skill Reputation Treasure Drop,Skill Reputation Treasure Haul,Skill Reputation Weaving
Danuc,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=danuc,http://emerald.puzzlepirates.com/media/emerald/portraits/7e5/457452165bc7a309fe76d794e9696.jpg,Captain,Strategist,Twisted Minds,Queen,Mind The Gap,Lieutenant,Scrimshaw Island Navy,Stork,11,Ah Ship on Scrimshaw Island | Barrelhouse Bastion on Amity Island | Steel Base on Barbary Island | Steel Base on Caravanserai Island | Wraithwright Wharf on Amity Island | Steel Base on Scrimshaw Island | Ah Cloth on Scrimshaw Island | Steel Base on Armstrong Island | Ah Spice on Scrimshaw Island | Ah Rum on Scrimshaw Island | Your Moist Laundry on Caravanserai Island,1,Sunk Cost on Sayers Rock,1,Danuc's Shipbuilding Stall on Isle of Kent,3,Black Villa Black on Scrimshaw Island | Cottage Cove on Scrimshaw Island | Bedside Manors on Admiral Island,1,Disruptor,Renowned,Illustrious,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Weighty,Illustrious,Weighty,Illustrious,Novice,Novice,Weighty,Solid,Novice,Illustrious,Sublime,Novice,Illustrious,Broad,Weighty,Expert,Novice,Solid,Novice,Sublime,Solid,Proficient,Master,Legendary,Grand-Master,Legendary,Able,Able,Ultimate,Master,Able,Grand-Master,Grand-Master,Able,Grand-Master,Master,Ultimate,Grand-Master,Able,Legendary,Able,Grand-Master,Legendary
Danr,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=danr,http://emerald.puzzlepirates.com/media/emerald/portraits/c99/8645780f88398e3dd3e956bfa76f0.jpg,Senior Officer,,The Mob,Lord,Late Night Hoes,Lieutenant Commander,Admiral Island Navy,Gull,0,,0,,1,Amaliie's Tailoring Stall on Lincoln Island,10,Shack eel Oh Kneel on Blackthorpe Island | Shack Macaque on Alkaid Island | Caddyshack on Admiral Island | Pine Boxes on Aimuari Island | Bedside Manors on Admiral Island | The Dove Shack on Armstrong Island | Past Tents on Greenwich Island | Bringing Town the House on Admiral Island | Makavilli on Armstrong Island | Villa Las Vegas on Admiral Island,0,,Aspiring,Celebrated,Established,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Broad,Sublime,Solid,Expert,Apprentice,Narrow,Weighty,Weighty,Apprentice,Solid,Expert,Solid,Illustrious,Broad,Revered,Broad,Apprentice,Weighty,Narrow,Illustrious,Solid,Respected,Renowned,Legendary,Grand-Master,Ultimate,Proficient,Respected,Ultimate,Master,Able,Distinguished,Legendary,Legendary,Ultimate,Master,Ultimate,Distinguished,Able,Renowned,Proficient,Distinguished,Legendary
Hielo,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=hielo,http://emerald.puzzlepirates.com/media/emerald/portraits/e75/b4b72792452ec0702b8b042912683.jpg,Senior Officer,Curmudgeon,Twisted Minds,Prince,Mind The Gap,Admiral,Admiral Island Navy,Gull,2,Tailor Made on Admiral Island | Sunk Cost on Sayers Rock,1,Barrelhouse Bastion on Amity Island,2,Hielo's Weaving Stall on Doyle Island | Demonologist's Tailoring Stall on Admiral Island,9,Caddyshack on Admiral Island | Sigil Shack on Sayers Rock | Pine Boxes on Aimuari Island | Pine Boxes on Aimuari Island | Love Shack on Caravanserai Island | Caddyshack on Admiral Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Bedside Manors on Admiral Island,2,Graysn | Wishfury,Renowned,Celebrated,Illustrious,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Solid,Sublime,Solid,Solid,Novice,Apprentice,Solid,Broad,Neophyte,Expert,Solid,Solid,Solid,Narrow,Narrow,Solid,Apprentice,Narrow,Novice,Expert,Narrow,Able,Master,Ultimate,Grand-Master,Distinguished,Able,Proficient,Master,Able,Able,Legendary,Respected,Grand-Master,Master,Respected,Proficient,Renowned,Able,Proficient,Proficient,Distinguished,Proficient
Mikassa,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=mikassa,http://emerald.puzzlepirates.com/media/emerald/portraits/84c/c80e6ffde46ff908a0f12e6ef0b62.jpg,Captain,Astronomer,The Unevolved Atlanteans,Lady,Rum and Regrets,Admiral,Ix Chel Navy,Eagle,0,,0,,0,,1,Bedside Manors on Admiral Island,4,Emerite | Holyemperor | Huttonion | Mikalt,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Expert,Sublime,Narrow,Expert,Neophyte,Apprentice,Solid,Weighty,Solid,Sublime,Expert,Broad,Illustrious,Broad,Solid,Apprentice,Novice,Solid,Narrow,Illustrious,Neophyte,Proficient,Proficient,Renowned,Proficient,Respected,Proficient,Able,Ultimate,Proficient,Proficient,Master,Master,Grand-Master,Ultimate,Able,Proficient,Able,Able,Master,Able,Master,Respected
Sinkz,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=sinkz,http://emerald.puzzlepirates.com/media/emerald/portraits/826/50747120f877f37e54171169d0eb2.jpg,Captain,Ambassador,The Union,Lord,No Bamboozles,Lieutenant Commander,Blackthorpe Island Navy,Pelican,1,Bang from Downtown on Blackthorpe Island,2,Balls Mafia on Barbary Island | Good Swill Hunting on Barbary Island,3,Sinkz's Ironworking Stall on Greenwich Island | Gotch's Apothecary Stall on Greenwich Island | Eviltwigster's Ironworking Stall on Blackthorpe Island,5,Homestead Hut on Lincoln Island | Minute House on Greenwich Island | Caddyshack on Admiral Island | Shack eel Oh Kneel on Blackthorpe Island | Homestead Hut on Lincoln Island,3,Cozi | Quap | Vickyicky,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Solid,Solid,Solid,Narrow,Neophyte,Solid,Solid,Neophyte,Broad,Solid,Weighty,Solid,Broad,Solid,Solid,Novice,Solid,Narrow,Expert,Solid,Respected,Distinguished,Distinguished,Master,Respected,Able,Respected,Master,Master,Able,Proficient,Renowned,Renowned,Master,Master,Respected,Master,Able,Respected,Proficient,Distinguished,Grand-Master
Cazix,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=cazix,http://emerald.puzzlepirates.com/media/emerald/portraits/e28/1278d769d142c60340af9df546885.jpg,Senior Officer,,Thank You Next,Member,Pull Out,Captain,Admiral Island Navy,Gull,0,,4,Dock Dre on Armstrong Island | Sky Weaving on Arakoua Island | Off Pace Weaving on Alkaid Island | Sky Harbor on Arakoua Island,1,Cazix's Tailoring Stall on Wensleydale,24,Sidekick Shacks on Barbary Island | The Dove Shack on Armstrong Island | Love Shack on Caravanserai Island | Sea Shack on Scrimshaw Island | Shack Macaque on Alkaid Island | Aural Shacks on Bowditch Island | Pine Boxes on Aimuari Island | Cabin Fever on Admiral Island | Bungalow Bill on Admiral Island | Mayfair Mansions on Pukru Island | Only a Manor of Time on Aimuari Island | Poseidon's Castle on Scrimshaw Island | Sea Shack on Scrimshaw Island | The Dove Shack on Armstrong Island | Homestead Hut on Lincoln Island | Homestead Hut on Lincoln Island | Milkshack on Wensleydale | Bunga Lowrider on Armstrong Island | Blackgate on Barbary Island | Gardens of Babylon on Kasidim Island | Mayfair Mansions on Pukru Island | Dead Mansion Walking on Aimuari Island | Gallery of Gilgul on Sayers Rock | Guardians of the Gallery on Barbary Island,1,Ninjy,Aspiring,Noted,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Weighty,Illustrious,Solid,Illustrious,Neophyte,Narrow,Weighty,Weighty,Broad,Illustrious,Expert,Paragon,Expert,Neophyte,Broad,Solid,Novice,Narrow,Neophyte,Illustrious,Solid,Proficient,Distinguished,Renowned,Renowned,Master,Proficient,Distinguished,Ultimate,Renowned,Proficient,Master,Grand-Master,Able,Master,Proficient,Proficient,Grand-Master,Able,Respected,Able,Respected,Legendary
Affectionate,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=affectionate,http://emerald.puzzlepirates.com/media/emerald/portraits/d84/4de913bc123288a597472a4c0ede4.jpg,Captain,Magician,Kisses,Member,Crash Out,Admiral,Admiral Island Navy,Gull,0,,7,Cloth Encounters of the Third Kind on Admiral Island | Beauclair Fittings on Admiral Island | Citizen Cane on Admiral Island | Casterly Sock on Admiral Island | Sloopdog Millionaire on Admiral Island | Bad Dyes on Admiral Island | Widow's Wail on Admiral Island,1,Affectionate's Tailoring Stall on Wensleydale,10,Caddyshack on Admiral Island | Cabin Fever on Admiral Island | Bungalow Bill on Admiral Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Bedside Manors on Admiral Island | King Kottage on Admiral Island | Row Me Daddy on Admiral Island | Bedside Manors on Admiral Island | Guardians of the Gallery on Barbary Island,1,Technitium,Celebrated,Eminent,Illustrious,Established,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Illustrious,Novice,Weighty,Novice,Apprentice,Solid,Illustrious,Novice,Novice,Novice,Solid,Novice,Apprentice,Paragon,Neophyte,Broad,Narrow,Apprentice,Sublime,Novice,Respected,Respected,Grand-Master,Able,Renowned,Able,Proficient,Legendary,Legendary,Able,Able,Able,Proficient,Able,Renowned,Ultimate,Able,Able,Master,Able,Master,Able
Hertez,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=hertez,http://emerald.puzzlepirates.com/media/emerald/portraits/d4c/ac7d72702caf1f7879775b6cedb54.jpg,Captain,Treasurer,Ghost Fleet,King,Carnage,Admiral,Admiral Island Navy,Gull,0,,0,,1,Hertez's Tailoring Stall on Wensleydale,4,The Dove Shack on Armstrong Island | Bunga Lowrider on Armstrong Island | Bedside Manors on Admiral Island | Guardians of the Gallery on Barbary Island,40,Affame | Affectionate | Aquaneer | Canceer | Cashier | Cazix | Dahlgren | Danuc | Dragz | Dudusierra | Fileopen | Flucinn | Frostease | Galantis | Graysn | Hanzoo | Herse | Historian | Jollylama | Joshsivils | Kasaba | Kushlorde | Lethality | Lmg | Loons | Monlizzy | Quantums | Rickeh | Robinhoodx | Scozy | Silvafin | Sinkz | Sscc | Technitium | Texnikos | Tsujin | Twopock | Umami | Veylor | Yassenn,Established,Eminent,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Broad,Paragon,Solid,Expert,Novice,Novice,Solid,Weighty,Novice,Weighty,Paragon,Solid,Solid,Novice,Weighty,Broad,Novice,Broad,Novice,Illustrious,Broad,Distinguished,Distinguished,Legendary,Grand-Master,Grand-Master,Able,Able,Ultimate,Proficient,Able,Renowned,Legendary,Able,Ultimate,Able,Master,Master,Able,Grand-Master,Able,Renowned,Renowned
Ninjy,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=ninjy,http://emerald.puzzlepirates.com/media/emerald/portraits/5e3/c8bbd071380e86cc6391bcea9e33e.jpg,Captain,Prisoner,Dopamine,King,Do Not Reply,Chief Petty Officer,Aimuari Island Navy,Orion,1,Sew Ideal on Sayers Rock,2,The Spinner's Stitch on Scrimshaw Island | Eye-Witness Fashion on Pukru Island,2,Ninjy's Shipbuilding Stall on Pukru Island | Hdyntn's Ironworking Stall on Hubble's Eye,18,Caddyshack on Admiral Island | Shacky Doo on Hubble's Eye | The Cuckoo's Nest on Quetzal Island | Riemann Slums on Descartes Isle | Cabin Fever on Admiral Island | Blackgate on Barbary Island | Gardens of Babylon on Kasidim Island | Mayfair Mansions on Pukru Island | Sherlock Homes on Doyle Island | Dead Mansion Walking on Aimuari Island | Guardians of the Gallery on Barbary Island | Stab In Cabin on Aimuari Island | Bungalow Bill on Admiral Island | Gardens of Babylon on Kasidim Island | Row Me Daddy on Admiral Island | Mayfair Mansions on Pukru Island | Sherlock Homes on Doyle Island | Great Ape Escapes on Alkaid Island,1,Cazix,Established,Noted,Eminent,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Weighty,Solid,Neophyte,Solid,Apprentice,Apprentice,Broad,Weighty,Novice,Expert,Paragon,Solid,Illustrious,Broad,Broad,Solid,Narrow,Solid,Apprentice,Expert,Neophyte,Respected,Master,Proficient,Proficient,Proficient,Proficient,Distinguished,Master,Proficient,Able,Distinguished,Renowned,Able,Master,Master,Proficient,Grand-Master,Proficient,Respected,Proficient,Distinguished,Proficient
Emerlaus,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=emerlaus,http://emerald.puzzlepirates.com/media/emerald/portraits/b04/ebc5d4c083e16507908d914973b44.jpg,Senior Officer,Navigator,Thank You Next,Lord,Pull Out,Commander,Cryo Island Navy,Puffin,0,,0,,0,,11,Sea Shack on Scrimshaw Island | Love Shack on Caravanserai Island | Row Me Daddy on Admiral Island | The Great Estate on Admiral Island | Sea Shack on Scrimshaw Island | Sea Shack on Scrimshaw Island | Pine Boxes on Aimuari Island | The Dove Shack on Armstrong Island | Sigil Shack on Sayers Rock | Shacky Doo on Hubble's Eye | Villa Las Vegas on Admiral Island,2,Forkwithme | Zaiita,Established,Illustrious,Illustrious,Obscure,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Sublime,Sublime,Solid,Expert,Broad,Broad,Expert,Expert,Sublime,Illustrious,Solid,Paragon,Weighty,Broad,Illustrious,Solid,Illustrious,Weighty,Broad,Sublime,Broad,Distinguished,Legendary,Proficient,Respected,Distinguished,Able,Respected,Legendary,Distinguished,Renowned,Legendary,Distinguished,Able,Proficient,Renowned,Renowned,Respected,Distinguished,Grand-Master,Proficient,Renowned,Master
Bellaciiaoo,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=bellaciiaoo,http://emerald.puzzlepirates.com/media/emerald/portraits/ed2/4b64f8e51dbe82d41a1e7dbfda146.jpg,Senior Officer,Monster Hunter,Dopamine,Lady,Do Not Reply,Lieutenant Commander,Admiral Island Navy,Gull,0,,0,,0,,2,Sidekick Shacks on Barbary Island | Bungalow Bill on Admiral Island,0,,Aspiring,Noted,Obscure,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Broad,Illustrious,Solid,Paragon,Broad,Novice,Narrow,Broad,Novice,Broad,Illustrious,Narrow,Illustrious,Apprentice,Weighty,Broad,Novice,Broad,Novice,Illustrious,Apprentice,Able,Proficient,Respected,Master,Respected,Able,Proficient,Respected,Proficient,Able,Respected,Distinguished,Proficient,Distinguished,Proficient,Proficient,Master,Able,Master,Able,Proficient,Master
Keviv,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=keviv,http://emerald.puzzlepirates.com/media/emerald/portraits/314/45aa7f807b0f88e2371caf3562d8b.jpg,Captain,,Double Helix,King,Harlem Shake,Commander,Sayers Rock Navy,Ursa,1,One in the Chamber on Armstrong Island,0,,1,Keviv's Ironworking Stall on Aimuari Island,9,Sigil Shack on Sayers Rock | Caddyshack on Admiral Island | Pine Boxes on Aimuari Island | Shacky Doo on Hubble's Eye | Cabin Fever on Admiral Island | A Theatre To Watch My Movies on Sayers Rock | Emu-ving on Up on Quetzal Island | A State Of Love & Happiness on Aimuari Island | Guardians of the Gallery on Admiral Island,0,,Rumored,Renowned,Renowned,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Expert,Weighty,Illustrious,Solid,Solid,Broad,Narrow,Expert,Weighty,Solid,Paragon,Expert,Illustrious,Sublime,Broad,Expert,Solid,Narrow,Weighty,Narrow,Weighty,Solid,Legendary,Respected,Legendary,Legendary,Respected,Proficient,Able,Master,Distinguished,Proficient,Legendary,Ultimate,Respected,Ultimate,Proficient,Master,Master,Able,Proficient,Able,Master,Renowned
Mirru,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=mirru,http://emerald.puzzlepirates.com/media/emerald/portraits/032/4089b571da383cd8d91793542977a.jpg,Officer,Bilge Rat,The Imperial Guild,Member,The Scarlet Empire,Petty Officer,Admiral Island Navy,Gull,0,,1,Biggie Ballistics on Armstrong Island,1,Mirru's Tailoring Stall on Admiral Island,2,Shacky Doo on Hubble's Eye | The Great Estate on Admiral Island,16,Angelxx | Bluerain | Bvbgio | Cazix | Jeezuschrist | Kingbeverly | Marijuanita | Matrixisreal | Missroxy | Pablomagaa | Rickeh | Salttree | Sublixor | Tiramisue | Windblows | Wishfury,Aspiring,Noted,Rumored,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Solid,Expert,Narrow,Solid,Neophyte,Neophyte,Apprentice,Solid,Solid,Narrow,Solid,Illustrious,Broad,Apprentice,Solid,Solid,Novice,Broad,Narrow,Illustrious,Novice,Distinguished,Respected,Proficient,Proficient,Able,Able,Able,Able,Proficient,Proficient,Able,Proficient,Distinguished,Able,Proficient,Proficient,Proficient,Able,Able,Proficient,Proficient,Able
Liquicity,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=liquicity,,Senior Officer,,Cul De Sac,Member,Trampoline Park,Commander,Admiral Island Navy,Gull,0,,0,,0,,1,Sidekick Shacks on Barbary Island,1,Veylor,Aspiring,Aspiring,Aspiring,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Novice,Novice,Novice,Novice,Neophyte,Novice,Novice,Narrow,Weighty,Novice,Novice,Broad,Novice,Novice,Novice,Narrow,Novice,Novice,Novice,Novice,Weighty,Novice,Able,Able,Able,Able,Proficient,Able,Able,Able,Ultimate,Able,Able,Master,Able,Able,Able,Able,Able,Able,Able,Able,Proficient,Able
Rustedhook,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=rustedhook,http://emerald.puzzlepirates.com/media/emerald/portraits/2ea/2711fa50e58a051ae072ecb3a499f.jpg,Senior Officer,Shopkeeper,Dopamine,Lord,Do Not Reply,Ensign,Scrimshaw Island Navy,Stork,1,Friggin Waves on Scrimshaw Island,0,,0,,4,Sigil Shack on Sayers Rock | Stab In Cabin on Aimuari Island | Cottagious Disease on Aimuari Island | Bedside Manors on Admiral Island,0,,Aspiring,Aspiring,Noted,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Neophyte,Solid,Solid,Solid,Illustrious,Neophyte,Neophyte,Solid,Weighty,Solid,Expert,Expert,Expert,Broad,Novice,Solid,Weighty,Narrow,Broad,Neophyte,Solid,Neophyte,Able,Legendary,Distinguished,Renowned,Respected,Proficient,Distinguished,Respected,Distinguished,Proficient,Master,Renowned,Respected,Proficient,Proficient,Respected,Grand-Master,Proficient,Respected,Able,Renowned,Distinguished
Shiaku,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=shiaku,http://emerald.puzzlepirates.com/media/emerald/portraits/c1d/db86965cf70d8badffe2064559520.jpg,Captain,,Kroengard,Prince,Do Not Reply,Chief Petty Officer,Arakoua Island Navy,Ibis,0,,4,Sky Forge on Arakoua Island | Sky Harbor on Arakoua Island | Sky Weaving on Arakoua Island | Sky Nocturne on Arakoua Island,0,,1,Jurassic Shack on Arakoua Island,0,,Obscure,Noted,Noted,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Weighty,Narrow,Neophyte,Weighty,Neophyte,Novice,Solid,Broad,Narrow,Narrow,Neophyte,Solid,Neophyte,Novice,Expert,Weighty,Novice,Narrow,Novice,Weighty,Narrow,Distinguished,Distinguished,Distinguished,Proficient,Respected,Able,Able,Ultimate,Master,Able,Proficient,Proficient,Grand-Master,Able,Master,Ultimate,Grand-Master,Able,Grand-Master,Able,Master,Master
Tsujin,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=tsujin,http://emerald.puzzlepirates.com/media/emerald/portraits/403/2c362b75e4d9abae7cf154b56dbad.jpg,Senior Officer,Astronomer,Kisses,Member,Crash Out,Admiral,Admiral Island Navy,Gull,0,,0,,0,,2,Cabin Fever on Admiral Island | Row Me Daddy on Admiral Island,0,,Aspiring,Aspiring,Rumored,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Broad,Solid,Weighty,Broad,Expert,Neophyte,Narrow,Narrow,Solid,Broad,Solid,Novice,Paragon,Solid,Broad,Illustrious,Apprentice,Narrow,Solid,Narrow,Weighty,Neophyte,Proficient,Distinguished,Master,Proficient,Master,Able,Proficient,Able,Grand-Master,Able,Proficient,Able,Proficient,Proficient,Proficient,Legendary,Able,Able,Respected,Proficient,Legendary,Proficient
Weewenchie,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=weewenchie,http://emerald.puzzlepirates.com/media/emerald/portraits/3c4/fbe556240fe01259891a586e48d35.jpg,Captain,Wench,Free Spirits,Lady,Do Not Reply,Admiral,Aimuari Island Navy,Orion,0,,0,,0,,6,Homestead Hut on Lincoln Island | Past Tents on Greenwich Island | Bungalow Bill on Admiral Island | Cottagious Disease on Aimuari Island | A State Of Love & Happiness on Aimuari Island | Tomb of the Hallowed Soul on Aimuari Island,0,,Rumored,Celebrated,Celebrated,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Solid,Paragon,Exalted,Broad,Exalted,Broad,Novice,Weighty,Paragon,Neophyte,Sublime,Weighty,Revered,Paragon,Narrow,Transcendent,Weighty,Novice,Broad,Novice,Illustrious,Narrow,Distinguished,Respected,Master,Proficient,Respected,Proficient,Proficient,Renowned,Proficient,Able,Proficient,Respected,Able,Proficient,Able,Ultimate,Proficient,Able,Able,Able,Respected,Proficient
Alykat,https://emerald.puzzlepirates.com/yoweb/pirate.wm?classic=false&target=alykat,http://emerald.puzzlepirates.com/media/emerald/portraits/a3e/72abb1aa3faf1fd28a9833a4c014a.jpg,,,,,,Lieutenant,Descartes Isle Navy,Pelican,0,,0,,0,,6,Pine Boxes on Aimuari Island | Shack Macaque on Alkaid Island | Caddyshack on Admiral Island | Sea Shack on Scrimshaw Island | The Cuckoo's Nest on Quetzal Island | Bedside Manors on Admiral Island,0,,Aspiring,Obscure,Rumored,Aspiring,Crafting,Piracy,Piracy,Crafting,Piracy,Crafting,Carousing,Crafting,Piracy,Carousing,Piracy,Piracy,Carousing,Piracy,Piracy,Piracy,Crafting,Carousing,Piracy,Carousing,Piracy,Crafting,Narrow,Narrow,Weighty,Apprentice,Broad,Narrow,Novice,Solid,Broad,Novice,Solid,Broad,Broad,Expert,Novice,Solid,Narrow,Novice,Narrow,Neophyte,Solid,Broad,Proficient,Proficient,Renowned,Able,Distinguished,Able,Proficient,Able,Able,Able,Able,Respected,Respected,Distinguished,Master,Distinguished,Able,Able,Able,Proficient,Proficient,Respected
